"","yr","mo","dy","date","time","tz","st","stf","stn","mag","inj","fat","loss","closs","slat","slon","elat","elon","len","wid","ns","sn","sg","f1","f2","f3","f4","fc","Time_of_day","regions"
"676",2021,4,9,"2021-04-09",19H 28M 0S,3,"MS",28,0,0,0,0,15000,0,32.2509,-89.8439,32.4078,-89.8101,11.02,50,1,1,1,121,0,0,0,0,"Evening","South"
"677",2021,4,9,"2021-04-09",22H 31M 0S,3,"AR",5,0,1,0,0,5000,0,33.6219,-94.2196,33.6198,-94.1777,2.42,150,1,1,1,81,0,0,0,0,"Evening","South"
"678",2021,4,9,"2021-04-09",22H 37M 0S,3,"MS",28,0,1,0,0,80000,0,31.5705,-90.5493,31.5135,-90.5171,4.37,530,1,1,1,85,0,0,0,0,"Evening","South"
"679",2021,4,9,"2021-04-09",23H 31M 0S,3,"MS",28,0,1,0,0,90000,0,31.2976,-90.0131,31.2367,-89.9051,7.64,1200,1,1,1,91,0,0,0,0,"Evening","South"
"680",2021,5,10,"2021-05-10",14H 46M 0S,3,"NC",37,0,1,0,0,1e+05,0,35.9,-79.35,35.9057,-79.3292,1.23,200,1,1,1,1,0,0,0,0,"Afternoon","South"
"681",2021,5,10,"2021-05-10",17H 24M 0S,3,"TX",48,0,0,0,0,30000,0,30.7166,-95.5727,30.7244,-95.5758,0.57,50,1,1,1,471,0,0,0,0,"Afternoon","South"
"682",2021,5,11,"2021-05-11",13H 10M 0S,3,"TX",48,0,0,0,0,0,0,30.98,-95.63,30.98,-95.6299,0.01,20,1,1,1,225,0,0,0,0,"Afternoon","South"
"683",2021,5,11,"2021-05-11",17H 14M 0S,3,"TX",48,0,1,0,0,3e+05,0,30.3007,-95.0109,30.2998,-95.0069,0.25,100,1,1,1,291,0,0,0,0,"Afternoon","South"
"684",2021,5,12,"2021-05-12",1H 5M 0S,3,"LA",22,0,0,0,0,25000,0,29.9492,-90.119,29.9475,-90.0331,5.14,125,1,1,1,71,0,0,0,0,"Night","South"
"685",2021,5,13,"2021-05-13",19H 10M 0S,3,"KS",20,0,-9,0,0,0,0,39.42,-101.76,39.42,-101.76,0.05,25,1,1,1,181,0,0,0,0,"Evening","Midwest"
"686",2021,5,14,"2021-05-14",18H 52M 0S,3,"MN",27,0,0,0,0,0,0,44.7089,-96.2051,44.7074,-96.1998,0.28,25,1,1,1,173,0,0,0,0,"Afternoon","Midwest"
"687",2021,5,15,"2021-05-15",11H 54M 0S,3,"SD",46,0,-9,0,0,0,0,42.966,-97.121,42.962,-97.096,1.29,25,1,1,1,27,0,0,0,0,"Morning","Midwest"
"688",2021,5,15,"2021-05-15",15H 35M 0S,3,"IA",19,0,-9,0,0,0,0,42.5548,-94.4549,42.5522,-94.4494,0.33,30,1,1,1,25,0,0,0,0,"Afternoon","Midwest"
"689",2021,5,15,"2021-05-15",16H 49M 0S,3,"IA",19,0,0,0,0,0,0,43.3922,-92.4154,43.3922,-92.4154,0.3,15,1,1,1,89,0,0,0,0,"Afternoon","Midwest"
"690",2021,5,15,"2021-05-15",18H 19M 0S,3,"CO",8,0,-9,0,0,0,0,38.02,-103.72,38.0218,-103.6754,2.43,20,1,1,1,89,0,0,0,0,"Afternoon","West"
"691",2021,5,16,"2021-05-16",10H 14M 0S,3,"TX",48,0,0,0,0,50000,0,31.2132,-97.3801,31.2396,-97.3685,1.95,50,1,1,1,27,0,0,0,0,"Morning","South"
"692",2021,5,16,"2021-05-16",12H 42M 0S,3,"TX",48,0,-9,0,0,0,0,32.2576,-97.085,32.29,-97.074,2.33,50,1,1,1,217,139,0,0,0,"Morning","South"
"693",2021,5,16,"2021-05-16",13H 0M 0S,3,"TX",48,0,0,0,0,2000,0,32.8448,-96.7982,32.8484,-96.7964,0.27,30,1,1,1,113,0,0,0,0,"Afternoon","South"
"694",2021,5,16,"2021-05-16",13H 8M 0S,3,"TX",48,0,-9,0,0,0,0,32.3057,-96.9809,32.3167,-96.9729,0.89,50,1,1,1,139,0,0,0,0,"Afternoon","South"
"695",2021,5,16,"2021-05-16",13H 10M 0S,3,"TX",48,0,1,0,0,50000,0,32.8972,-96.778,32.9049,-96.7731,0.6,90,1,1,1,113,0,0,0,0,"Afternoon","South"
"696",2021,5,16,"2021-05-16",14H 14M 0S,3,"TX",48,0,-9,0,0,0,0,32.4003,-96.9627,32.409,-96.9588,0.64,50,1,1,1,139,0,0,0,0,"Afternoon","South"
"697",2021,5,16,"2021-05-16",16H 15M 0S,3,"CO",8,0,-9,0,0,0,0,38.48,-103.87,38.485,-103.8061,3.47,20,1,1,1,25,0,0,0,0,"Afternoon","West"
"698",2021,5,16,"2021-05-16",18H 40M 0S,3,"TX",48,0,-9,0,0,0,0,34.1122,-102.4394,34.1131,-102.4224,0.97,50,1,1,1,279,0,0,0,0,"Afternoon","South"
"699",2021,5,16,"2021-05-16",21H 46M 0S,3,"TX",48,0,0,0,0,1e+05,0,32.9656,-99.8055,32.9646,-99.8033,0.15,130,1,1,1,207,0,0,0,0,"Evening","South"
"700",2021,5,17,"2021-05-17",11H 43M 0S,3,"NM",35,0,0,0,0,0,0,34.33,-106.48,34.3381,-106.4734,0.67,50,1,1,1,53,0,0,0,0,"Morning","West"
"701",2021,5,17,"2021-05-17",11H 48M 0S,3,"LA",22,0,0,0,0,0,0,30.43,-91.94,30.4289,-91.9439,0.24,10,1,1,1,97,0,0,0,0,"Morning","South"
"702",2021,5,17,"2021-05-17",12H 13M 0S,3,"LA",22,0,0,0,0,0,0,30.53,-91.95,30.5306,-91.9479,0.13,10,1,1,1,97,0,0,0,0,"Morning","South"
"703",2021,5,17,"2021-05-17",12H 14M 0S,3,"LA",22,0,0,0,0,0,0,30.2,-92.96,30.2012,-92.9579,0.01,10,1,1,1,53,0,0,0,0,"Morning","South"
"704",2021,5,17,"2021-05-17",12H 17M 0S,3,"LA",22,0,0,0,0,10000,0,30.1157,-93.1997,30.1317,-93.1981,1.11,10,1,1,1,19,0,0,0,0,"Morning","South"
"705",2021,5,17,"2021-05-17",12H 45M 0S,3,"NM",35,0,0,0,0,0,0,34.78,-106.7,34.7804,-106.7,0.03,50,1,1,1,61,0,0,0,0,"Morning","West"
"706",2021,5,17,"2021-05-17",13H 8M 0S,3,"NM",35,0,0,0,0,0,0,35.52,-106.32,35.5391,-106.3401,1.74,50,1,1,1,43,0,0,0,0,"Afternoon","West"
"707",2021,5,17,"2021-05-17",13H 17M 0S,3,"LA",22,0,0,0,0,5000,0,30.1006,-92.3618,30.1013,-92.3595,0.15,10,1,1,1,1,0,0,0,0,"Afternoon","South"
"708",2021,5,17,"2021-05-17",14H 30M 0S,3,"LA",22,0,0,0,0,0,0,30.28,-92.68,30.2826,-92.6784,0.2,10,1,1,1,53,0,0,0,0,"Afternoon","South"
"709",2021,5,17,"2021-05-17",15H 12M 0S,3,"LA",22,0,0,0,0,0,0,30.27,-92.33,30.2715,-92.3293,0.11,10,1,1,1,1,0,0,0,0,"Afternoon","South"
"710",2021,5,17,"2021-05-17",15H 45M 0S,3,"WY",56,0,-9,0,0,0,0,41.76,-107.25,41.7568,-107.2478,0.25,20,1,1,1,7,0,0,0,0,"Afternoon","West"
"711",2021,5,17,"2021-05-17",16H 23M 0S,3,"NM",35,0,0,0,0,0,0,34.52,-103.62,34.5245,-103.6202,0.31,50,1,1,1,9,0,0,0,0,"Afternoon","West"
"712",2021,5,17,"2021-05-17",16H 33M 0S,3,"NM",35,0,0,0,0,0,0,35.55,-103.2,35.58,-103.23,2.67,60,1,1,1,37,0,0,0,0,"Afternoon","West"
"713",2021,5,17,"2021-05-17",17H 34M 0S,3,"KS",20,0,0,0,0,0,0,37.7,-101.64,37.7051,-101.6364,0.4,50,1,1,1,187,0,0,0,0,"Afternoon","Midwest"
"714",2021,5,17,"2021-05-17",17H 35M 0S,3,"TX",48,0,-9,0,0,0,0,35.5306,-102.582,35.5429,-102.5795,0.86,20,1,1,1,359,0,0,0,0,"Afternoon","South"
"715",2021,5,17,"2021-05-17",18H 11M 0S,3,"TX",48,0,2,0,0,0,0,32.05,-101.18,32.05,-101.18,11.4,1056,1,1,1,431,0,0,0,0,"Afternoon","South"
"716",2021,5,17,"2021-05-17",18H 50M 0S,3,"TX",48,0,-9,0,0,0,0,33.5173,-102.1432,33.5182,-102.136,0.42,30,1,1,1,219,0,0,0,0,"Afternoon","South"
"717",2021,5,18,"2021-05-18",1H 50M 0S,3,"LA",22,0,0,0,0,0,0,30.3884,-90.1932,30.4073,-90.2026,1.42,75,1,1,1,103,0,0,0,0,"Night","South"
"718",2021,5,18,"2021-05-18",2H 16M 0S,3,"LA",22,0,0,0,0,1e+05,0,29.975,-90.2596,29.979,-90.2573,0.31,50,1,1,1,51,0,0,0,0,"Night","South"
"719",2021,5,18,"2021-05-18",13H 16M 0S,3,"MS",28,0,1,0,0,50000,0,32.0644,-88.7294,32.085,-88.7311,1.43,150,1,1,1,23,0,0,0,0,"Afternoon","South"
"720",2021,5,18,"2021-05-18",13H 59M 0S,3,"MS",28,0,0,0,0,75000,0,31.6031,-89.8684,31.609,-89.8835,0.98,300,1,1,1,65,0,0,0,0,"Afternoon","South"
"721",2021,5,18,"2021-05-18",14H 53M 0S,3,"MS",28,0,0,0,0,15000,0,31.8958,-89.9642,31.9074,-89.9856,1.49,300,1,1,1,127,0,0,0,0,"Afternoon","South"
"722",2021,5,18,"2021-05-18",15H 54M 0S,3,"TX",48,0,1,0,0,20000,0,29.4936,-96.8138,29.5135,-96.8282,1.62,150,1,1,1,285,0,0,0,0,"Afternoon","South"
"723",2021,5,18,"2021-05-18",17H 3M 0S,3,"TX",48,0,0,0,0,0,0,32.8057,-101.8854,32.8052,-101.8841,0.08,50,1,1,1,115,0,0,0,0,"Afternoon","South"
"724",2021,5,18,"2021-05-18",17H 42M 0S,3,"TX",48,0,1,0,0,1e+05,0,29.7593,-96.9186,29.79,-96.8772,3.27,400,1,1,1,149,0,0,0,0,"Afternoon","South"
"725",2021,5,18,"2021-05-18",18H 23M 0S,3,"AR",5,0,0,0,0,25000,0,35.09,-92.77,35.09,-92.77,0.1,25,1,1,1,29,0,0,0,0,"Afternoon","South"
"726",2021,5,18,"2021-05-18",20H 16M 0S,3,"TX",48,0,0,0,0,0,0,32.5776,-101.12,32.5775,-101.1198,0.01,50,1,1,1,415,0,0,0,0,"Evening","South"
"727",2021,5,19,"2021-05-19",15H 32M 0S,3,"ND",38,0,-9,0,0,0,0,46.852,-99.5657,46.85,-99.57,0.25,50,1,1,1,43,0,0,0,0,"Afternoon","Midwest"
"728",2021,5,19,"2021-05-19",18H 37M 0S,3,"MN",27,0,0,0,0,0,0,44.1849,-93.314,44.2071,-93.3169,1.54,25,1,1,1,147,131,0,0,0,"Afternoon","Midwest"
"729",2021,5,19,"2021-05-19",18H 39M 0S,3,"MN",27,0,0,0,0,0,0,44.1989,-93.3035,44.2032,-93.3042,0.3,15,1,1,1,131,0,0,0,0,"Afternoon","Midwest"
"730",2021,5,19,"2021-05-19",18H 42M 0S,3,"LA",22,0,0,0,0,35000,0,29.9018,-90.3495,29.903,-90.3581,0.52,75,1,1,1,89,0,0,0,0,"Afternoon","South"
"731",2021,5,19,"2021-05-19",18H 42M 0S,3,"MN",27,0,0,0,0,0,0,44.2135,-93.3378,44.2397,-93.3428,1.83,50,1,1,1,131,0,0,0,0,"Afternoon","Midwest"
"732",2021,5,19,"2021-05-19",18H 56M 0S,3,"MN",27,0,0,0,0,0,0,44.5394,-93.8252,44.5505,-93.8255,0.76,25,1,1,1,79,139,0,0,0,"Afternoon","Midwest"
"733",2021,5,19,"2021-05-19",19H 13M 0S,3,"MN",27,0,0,0,0,0,0,44.4055,-93.3002,44.4079,-93.3002,0.17,10,1,1,1,131,0,0,0,0,"Evening","Midwest"
"734",2021,5,19,"2021-05-19",19H 17M 0S,3,"MN",27,0,1,0,0,0,0,44.4328,-93.3115,44.4498,-93.312,1.17,25,1,1,1,131,0,0,0,0,"Evening","Midwest"
"735",2021,5,19,"2021-05-19",19H 53M 0S,3,"MN",27,0,0,0,0,0,0,44.6251,-93.2647,44.6277,-93.265,0.18,25,1,1,1,37,0,0,0,0,"Evening","Midwest"
"736",2021,5,20,"2021-05-20",14H 25M 0S,3,"TX",48,0,1,0,0,30000,0,31.339,-94.8799,31.3759,-94.8884,2.6,75,1,1,1,5,0,0,0,0,"Afternoon","South"
"737",2021,5,20,"2021-05-20",15H 38M 0S,3,"TX",48,0,-9,0,0,0,0,32.5482,-94.6067,32.5489,-94.6068,0.05,10,1,1,1,203,0,0,0,0,"Afternoon","South"
"738",2021,5,20,"2021-05-20",17H 6M 0S,3,"MO",29,0,0,0,0,5000,0,39.753,-94.2773,39.7657,-94.2767,0.88,50,1,1,1,63,0,0,0,0,"Afternoon","Midwest"
"739",2021,5,20,"2021-05-20",20H 4M 0S,3,"IA",19,0,-9,0,0,0,0,41.429,-94.017,41.4352,-94.0137,0.46,30,1,1,1,121,0,0,0,0,"Evening","Midwest"
"740",2021,5,20,"2021-05-20",20H 44M 0S,3,"IA",19,0,0,0,0,0,0,41.8136,-93.9174,41.8413,-93.9128,1.93,50,1,1,1,49,0,0,0,0,"Evening","Midwest"
"741",2021,5,22,"2021-05-22",13H 29M 0S,3,"CO",8,0,0,0,0,0,0,40.14,-103.7,40.14,-103.7,0.01,25,1,1,1,87,0,0,0,0,"Afternoon","West"
"742",2021,5,22,"2021-05-22",13H 46M 0S,3,"CO",8,0,0,0,0,0,0,40.19,-103.56,40.19,-103.56,0.01,25,1,1,1,87,0,0,0,0,"Afternoon","West"
"743",2021,5,22,"2021-05-22",14H 2M 0S,3,"CO",8,0,0,0,0,0,0,40.22,-103.41,40.22,-103.41,0.01,25,1,1,1,121,0,0,0,0,"Afternoon","West"
"744",2021,5,22,"2021-05-22",14H 7M 0S,3,"CO",8,0,0,0,0,0,0,39.73,-104.42,39.73,-104.42,0.01,25,1,1,1,5,0,0,0,0,"Afternoon","West"
"745",2021,5,22,"2021-05-22",14H 44M 0S,3,"CO",8,0,0,0,0,0,0,40.52,-102.96,40.52,-102.96,0.01,25,1,1,1,75,0,0,0,0,"Afternoon","West"
"746",2021,5,22,"2021-05-22",15H 55M 0S,3,"CO",8,0,0,0,0,0,0,38.68,-103.73,38.68,-103.73,0.01,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"747",2021,5,22,"2021-05-22",15H 59M 0S,3,"CO",8,0,0,0,0,0,0,38.73,-103.72,38.73,-103.72,0.01,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"748",2021,5,22,"2021-05-22",16H 4M 0S,3,"CO",8,0,0,0,0,0,0,38.81,-103.75,38.81,-103.75,0.01,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"749",2021,5,22,"2021-05-22",16H 28M 0S,3,"CO",8,0,0,0,0,0,0,39,-103.7,39,-103.7,0.01,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"750",2021,5,23,"2021-05-23",14H 0M 0S,3,"CO",8,0,0,0,0,0,0,39.54,-103.68,39.54,-103.68,0.01,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"751",2021,5,23,"2021-05-23",14H 24M 0S,3,"CO",8,0,0,0,0,0,0,40.15,-103.47,40.15,-103.47,0.01,25,1,1,1,121,0,0,0,0,"Afternoon","West"
"752",2021,5,23,"2021-05-23",14H 52M 0S,3,"CO",8,0,0,0,0,0,0,40.03,-103.39,40.04,-103.39,0.69,25,1,1,1,121,0,0,0,0,"Afternoon","West"
"753",2021,5,23,"2021-05-23",15H 14M 0S,3,"CO",8,0,0,0,0,0,0,40.21,-103.3,40.21,-103.3,0.01,25,1,1,1,121,0,0,0,0,"Afternoon","West"
"754",2021,5,23,"2021-05-23",15H 49M 0S,3,"CO",8,0,1,0,0,0,0,40.61,-103.14,40.61,-103.14,0.1,50,1,1,1,75,0,0,0,0,"Afternoon","West"
"755",2021,5,23,"2021-05-23",15H 50M 0S,3,"SD",46,0,-9,0,0,0,0,45.3,-102.19,45.33,-102.2,2.13,10,1,1,1,105,0,0,0,0,"Afternoon","Midwest"
"756",2021,5,23,"2021-05-23",15H 55M 0S,3,"SD",46,0,1,0,0,0,0,43.67,-103.6,43.74,-103.51,6.6,20,1,1,1,33,0,0,0,0,"Afternoon","Midwest"
"757",2021,5,23,"2021-05-23",15H 58M 0S,3,"SD",46,0,-9,0,0,0,0,45.38,-102.22,45.44,-102.24,4.26,10,1,1,1,105,0,0,0,0,"Afternoon","Midwest"
"758",2021,5,23,"2021-05-23",16H 4M 0S,3,"SD",46,0,1,0,0,0,0,43.78,-103.58,43.81,-103.47,5.86,10,1,1,1,33,0,0,0,0,"Afternoon","Midwest"
"759",2021,5,23,"2021-05-23",16H 19M 0S,3,"CO",8,0,0,0,0,0,0,40.68,-102.91,40.68,-102.91,0.01,25,1,1,1,75,0,0,0,0,"Afternoon","West"
"760",2021,5,23,"2021-05-23",16H 29M 0S,3,"CO",8,0,1,0,0,0,0,40.8,-102.95,40.8,-102.95,0.1,50,1,1,1,75,0,0,0,0,"Afternoon","West"
"761",2021,5,23,"2021-05-23",16H 45M 0S,3,"CO",8,0,0,0,0,0,0,39.2853,-103.2644,39.2922,-103.2621,0.5,25,1,1,1,73,0,0,0,0,"Afternoon","West"
"762",2021,5,24,"2021-05-24",14H 3M 0S,3,"KS",20,0,-9,0,0,0,0,39.0868,-101.5071,39.1002,-101.5024,0.56,25,1,1,1,199,0,0,0,0,"Afternoon","Midwest"
"763",2021,5,24,"2021-05-24",14H 9M 0S,3,"KS",20,0,-9,0,0,0,0,39.1011,-101.4696,39.1138,-101.4653,0.91,25,1,1,1,109,0,0,0,0,"Afternoon","Midwest"
"764",2021,5,24,"2021-05-24",14H 42M 0S,3,"KS",20,0,-9,0,0,0,0,39.0779,-101.6563,39.074,-101.6735,0.96,25,1,1,1,199,0,0,0,0,"Afternoon","Midwest"
"765",2021,5,24,"2021-05-24",15H 10M 0S,3,"KS",20,0,-9,0,0,0,0,39.2084,-101.3109,39.2223,-101.2885,1.54,25,1,1,1,193,0,0,0,0,"Afternoon","Midwest"
"766",2021,5,24,"2021-05-24",15H 15M 0S,3,"KS",20,0,-9,0,0,0,0,39.4079,-100.9801,39.42,-100.9693,1.01,50,1,1,1,193,0,0,0,0,"Afternoon","Midwest"
"767",2021,5,24,"2021-05-24",15H 44M 0S,3,"KS",20,0,-9,0,0,0,0,39.4625,-100.9398,39.4691,-100.9403,0.46,25,1,1,1,193,0,0,0,0,"Afternoon","Midwest"
"768",2021,5,24,"2021-05-24",17H 6M 0S,3,"KS",20,0,1,0,0,0,0,39.5314,-100.6375,39.5629,-100.5432,5.87,850,1,1,1,179,0,0,0,0,"Afternoon","Midwest"
"769",2021,5,24,"2021-05-24",19H 36M 0S,3,"SD",46,0,-9,0,0,0,0,43.983,-97.366,43.998,-97.304,3.25,25,1,1,1,79,0,0,0,0,"Evening","Midwest"
"770",2021,5,26,"2021-05-26",13H 57M 0S,3,"KS",20,0,-9,0,0,0,0,38.7537,-99.2556,38.7768,-99.22,2.5,200,1,1,1,51,0,0,0,0,"Afternoon","Midwest"
"771",2021,5,26,"2021-05-26",14H 22M 0S,3,"KS",20,0,0,0,0,0,0,38.7856,-99.1494,38.7906,-99.1419,0.53,100,1,1,1,51,0,0,0,0,"Afternoon","Midwest"
"772",2021,5,26,"2021-05-26",15H 20M 0S,3,"NE",31,0,-9,0,0,0,0,40.1086,-101.5391,40.1236,-101.5608,1.55,50,1,1,1,57,0,0,0,0,"Afternoon","Midwest"
"773",2021,5,26,"2021-05-26",15H 25M 0S,3,"NE",31,0,0,0,0,0,0,40.1254,-101.5284,40.1492,-101.5427,1.88,350,1,1,1,57,0,0,0,0,"Afternoon","Midwest"
"774",2021,5,26,"2021-05-26",15H 39M 0S,3,"NE",31,0,2,0,0,0,0,40.1613,-101.5333,40.2788,-101.5573,8.29,575,1,1,1,57,0,0,0,0,"Afternoon","Midwest"
"775",2021,5,26,"2021-05-26",15H 49M 0S,3,"NE",31,0,-9,0,0,0,0,40.2237,-101.4539,40.225,-101.4516,0.15,50,1,1,1,57,0,0,0,0,"Afternoon","Midwest"
"776",2021,5,26,"2021-05-26",15H 54M 0S,3,"KS",20,0,-9,0,0,0,0,38.64,-98.57,38.64,-98.5657,0.29,50,1,1,1,9,0,0,0,0,"Afternoon","Midwest"
"777",2021,5,26,"2021-05-26",16H 1M 0S,3,"NE",31,0,-9,0,0,0,0,40.2448,-101.4356,40.2877,-101.3747,4.37,300,1,1,1,57,0,0,0,0,"Afternoon","Midwest"
"778",2021,5,26,"2021-05-26",16H 10M 0S,3,"KS",20,0,-9,0,0,0,0,38.65,-98.52,38.6505,-98.516,0.22,50,1,1,1,9,0,0,0,0,"Afternoon","Midwest"
"779",2021,5,26,"2021-05-26",16H 19M 0S,3,"KS",20,0,-9,0,0,0,0,39.9043,-100.9433,39.9251,-100.9212,1.85,200,1,1,1,153,0,0,0,0,"Afternoon","Midwest"
"780",2021,5,26,"2021-05-26",16H 23M 0S,3,"NE",31,0,-9,0,0,0,0,40.2898,-101.2991,40.3087,-101.2759,1.79,100,1,1,1,87,0,0,0,0,"Afternoon","Midwest"
"781",2021,5,26,"2021-05-26",16H 29M 0S,3,"KS",20,0,0,0,0,0,0,39.9543,-100.9033,39.9873,-100.863,3.51,450,1,1,1,153,0,0,0,0,"Afternoon","Midwest"
"782",2021,5,26,"2021-05-26",16H 43M 0S,3,"NE",31,0,-9,0,0,0,0,42.41,-103.76,42.4127,-103.7537,0.37,20,1,1,1,165,0,0,0,0,"Afternoon","Midwest"
"783",2021,5,26,"2021-05-26",16H 45M 0S,3,"KS",20,0,-9,0,0,0,0,39.9717,-100.7881,39.9998,-100.7617,2.39,100,1,1,1,153,0,0,0,0,"Afternoon","Midwest"
"784",2021,5,26,"2021-05-26",16H 56M 0S,3,"TX",48,0,-9,0,0,0,0,36.3481,-101.4572,36.3573,-101.4244,1.93,20,1,1,1,195,0,0,0,0,"Afternoon","South"
"785",2021,5,26,"2021-05-26",17H 14M 0S,3,"TX",48,0,-9,0,0,0,0,36.3701,-101.3945,36.3584,-101.3912,0.83,20,1,1,1,195,0,0,0,0,"Afternoon","South"
"786",2021,5,26,"2021-05-26",17H 41M 0S,3,"KS",20,0,-9,0,0,0,0,39.9944,-100.45,39.9967,-100.4217,1.5,50,1,1,1,39,0,0,0,0,"Afternoon","Midwest"
"787",2021,5,26,"2021-05-26",17H 49M 0S,3,"KS",20,0,0,0,0,25000,0,38.4779,-98.1872,38.4802,-98.1836,0.25,70,1,1,1,159,0,0,0,0,"Afternoon","Midwest"
"788",2021,5,26,"2021-05-26",18H 34M 0S,3,"TX",48,0,-9,0,0,0,0,36.3403,-101.0653,36.353,-101.047,1.34,20,1,1,1,357,0,0,0,0,"Afternoon","South"
"789",2021,5,26,"2021-05-26",19H 14M 0S,3,"TX",48,0,0,0,0,0,0,36.3852,-100.8026,36.3873,-100.7857,0.95,20,1,1,1,357,0,0,0,0,"Evening","South"
"790",2021,5,26,"2021-05-26",20H 32M 0S,3,"TX",48,0,-9,0,0,0,0,34.0926,-101.9235,34.1039,-101.9124,1.01,30,1,1,1,189,0,0,0,0,"Evening","South"
"791",2021,5,27,"2021-05-27",10H 51M 0S,3,"MO",29,0,1,0,0,3e+05,0,37.6,-93.44,37.5998,-93.4385,0.08,50,1,1,1,167,0,0,0,0,"Morning","Midwest"
"792",2021,5,27,"2021-05-27",11H 8M 0S,3,"MO",29,0,1,0,0,75000,0,37.59,-93.29,37.5914,-93.2688,1.17,50,1,1,1,167,0,0,0,0,"Morning","Midwest"
"793",2021,5,27,"2021-05-27",12H 16M 0S,3,"OK",40,0,0,0,0,0,0,35.972,-98.063,35.972,-98.063,0.1,10,1,1,1,73,0,0,0,0,"Morning","South"
"794",2021,5,27,"2021-05-27",14H 29M 0S,3,"IL",17,0,-9,0,0,0,0,38.7593,-88.4532,38.7581,-88.4494,0.22,10,1,1,1,25,0,0,0,0,"Afternoon","Midwest"
"795",2021,5,27,"2021-05-27",14H 43M 0S,3,"IL",17,0,0,0,0,45000,0,38.7438,-88.3368,38.7201,-88.2955,2.76,50,1,1,1,25,0,0,0,0,"Afternoon","Midwest"
"796",2021,5,27,"2021-05-27",18H 13M 0S,3,"OK",40,0,1,0,0,25000,0,35.265,-95.869,35.254,-95.818,3,500,1,1,1,91,0,0,0,0,"Afternoon","South"
"797",2021,5,28,"2021-05-28",1H 53M 0S,3,"LA",22,0,1,0,0,1e+06,0,32.6373,-93.3032,32.6146,-93.2701,2.48,300,1,1,1,119,0,0,0,0,"Night","South"
"798",2021,5,28,"2021-05-28",11H 57M 0S,3,"TN",47,0,0,0,0,50000,0,36.1309,-85.5318,36.19,-85.3168,12.82,150,1,1,1,141,0,0,0,0,"Morning","South"
"799",2021,5,28,"2021-05-28",12H 13M 0S,3,"TN",47,0,0,2,0,10000,0,36.3346,-85.3294,36.3378,-85.3118,1,50,1,1,1,133,0,0,0,0,"Morning","South"
"800",2021,5,28,"2021-05-28",13H 54M 0S,3,"TX",48,0,-9,0,0,0,0,30.0262,-103.3332,30.0144,-103.3214,1.08,50,1,1,1,43,0,0,0,0,"Afternoon","South"
"801",2021,5,28,"2021-05-28",14H 1M 0S,3,"NM",35,0,0,0,0,0,0,36.4798,-104.571,36.4803,-104.5617,0.52,30,1,1,1,7,0,0,0,0,"Afternoon","West"
"802",2021,5,28,"2021-05-28",14H 1M 0S,3,"NM",35,0,0,0,0,0,0,36.48,-104.58,36.48,-104.57,0.56,60,1,1,1,7,0,0,0,0,"Afternoon","West"
"803",2021,5,28,"2021-05-28",17H 36M 0S,3,"NM",35,0,0,0,0,0,0,33.71,-105.11,33.7059,-105.1034,0.47,50,1,1,1,27,0,0,0,0,"Afternoon","West"
"804",2021,5,28,"2021-05-28",17H 58M 0S,3,"VA",51,0,0,0,0,0,0,38.0803,-76.5512,38.0807,-76.5493,0.11,50,1,1,1,193,0,0,0,0,"Afternoon","South"
"805",2021,5,28,"2021-05-28",18H 31M 0S,3,"TX",48,0,0,0,0,5000,0,29.9832,-97.4385,29.9721,-97.4192,1.38,50,1,1,1,21,0,0,0,0,"Afternoon","South"
"806",2021,5,29,"2021-05-29",14H 30M 0S,3,"CO",8,0,-9,0,0,0,0,38.9917,-107.1035,38.9947,-107.1149,0.65,20,1,1,1,51,0,0,0,0,"Afternoon","West"
"807",2021,5,29,"2021-05-29",18H 24M 0S,3,"CO",8,0,-9,0,0,0,0,37.15,-103.24,37.149,-103.1499,4.96,100,1,1,1,71,0,0,0,0,"Afternoon","West"
"808",2021,5,30,"2021-05-30",14H 24M 0S,3,"CO",8,0,0,0,0,0,0,38.93,-105.51,38.93,-105.51,0.01,25,1,1,1,93,0,0,0,0,"Afternoon","West"
"809",2021,5,30,"2021-05-30",14H 25M 0S,3,"CO",8,0,-9,0,0,0,0,37.25,-104.27,37.174,-104.3429,6.61,150,1,1,1,71,0,0,0,0,"Afternoon","West"
"810",2021,5,30,"2021-05-30",16H 10M 0S,3,"NM",35,0,0,0,0,0,0,36.74,-103.11,36.741,-103.1022,0.44,50,1,1,1,59,0,0,0,0,"Afternoon","West"
"811",2021,5,30,"2021-05-30",16H 34M 0S,3,"OK",40,0,-9,0,0,0,0,36.5559,-102.838,36.5568,-102.8362,0.12,20,1,1,1,25,0,0,0,0,"Afternoon","South"
"812",2021,5,30,"2021-05-30",16H 39M 0S,3,"OK",40,0,-9,0,0,0,0,36.567,-102.8362,36.5676,-102.8343,0.11,1,1,1,1,25,0,0,0,0,"Afternoon","South"
"813",2021,5,30,"2021-05-30",16H 43M 0S,3,"OK",40,0,-9,0,0,0,0,36.5748,-102.836,36.5761,-102.8347,0.12,1,1,1,1,25,0,0,0,0,"Afternoon","South"
